"Id","token","vote_number","vote_person"
328,"6ed203b0-a188-40b4-a3e2-390f60aaa22b",1,"1"
177,"0fad66d3-bdd2-4056-a928-928599a89e63",1,"1"
101,"f0f8d695-2257-4101-8efb-b0edd54fdd1c",1,"9"
121,"1c3cba2f-3a97-46c2-b2ab-bae91e48c4b0",1,"11"
307,"c0256126-9f3a-4237-8f65-a392c49e5457",1,"15"
37,"7c254796-e0b6-4559-b8fe-651b650eb063",1,"2"
242,"717b5a28-1dca-4c30-b8f5-214c636801c0",1,"1"
63,"a037dc83-e166-40c0-b858-bbc9d16cc298",1,"1"
94,"d1335b99-7f3d-47fa-a5b8-5b0ea93b5395",1,"1"
285,"41fe124c-a0b1-403e-939f-d489035f8d1a",1,"1"
24,"413ff220-e0b8-4410-b1fe-7186f7da22fc",1,"1"
199,"07c1c877-14ee-4293-af6e-2bd7b76bcf85",1,"9"
158,"62ca45af-c101-4714-a1c2-b4c61e2fbdeb",1,"1"
264,"eff57d70-ebc1-41b0-a7df-e9c661189d56",1,"1"
220,"4f293a88-e130-4ae0-a9f1-d77435d8797b",1,"8"
265,"eff57d70-ebc1-41b0-a7df-e9c661189d56",2,"5"
221,"4f293a88-e130-4ae0-a9f1-d77435d8797b",2,"4"
30,"413ff220-e0b8-4410-b1fe-7186f7da22fc",2,"1"
243,"717b5a28-1dca-4c30-b8f5-214c636801c0",2,"9"
38,"7c254796-e0b6-4559-b8fe-651b650eb063",2,"10"
122,"1c3cba2f-3a97-46c2-b2ab-bae91e48c4b0",2,"10"
159,"62ca45af-c101-4714-a1c2-b4c61e2fbdeb",2,"10"
87,"a037dc83-e166-40c0-b858-bbc9d16cc298",2,"9"
308,"c0256126-9f3a-4237-8f65-a392c49e5457",2,"10"
178,"0fad66d3-bdd2-4056-a928-928599a89e63",2,"10"
104,"f0f8d695-2257-4101-8efb-b0edd54fdd1c",2,"15"
95,"d1335b99-7f3d-47fa-a5b8-5b0ea93b5395",2,"10"
286,"41fe124c-a0b1-403e-939f-d489035f8d1a",2,"10"
200,"07c1c877-14ee-4293-af6e-2bd7b76bcf85",2,"3"
329,"6ed203b0-a188-40b4-a3e2-390f60aaa22b",2,"12"
179,"0fad66d3-bdd2-4056-a928-928599a89e63",3,"14"
107,"f0f8d695-2257-4101-8efb-b0edd54fdd1c",3,"1"
36,"413ff220-e0b8-4410-b1fe-7186f7da22fc",3,"1"
39,"7c254796-e0b6-4559-b8fe-651b650eb063",3,"5"
309,"c0256126-9f3a-4237-8f65-a392c49e5457",3,"5"
287,"41fe124c-a0b1-403e-939f-d489035f8d1a",3,"10"
266,"eff57d70-ebc1-41b0-a7df-e9c661189d56",3,"5"
244,"717b5a28-1dca-4c30-b8f5-214c636801c0",3,"10"
222,"4f293a88-e130-4ae0-a9f1-d77435d8797b",3,"14"
201,"07c1c877-14ee-4293-af6e-2bd7b76bcf85",3,"15"
79,"a037dc83-e166-40c0-b858-bbc9d16cc298",3,"10"
160,"62ca45af-c101-4714-a1c2-b4c61e2fbdeb",3,"14"
96,"d1335b99-7f3d-47fa-a5b8-5b0ea93b5395",3,"14"
330,"6ed203b0-a188-40b4-a3e2-390f60aaa22b",3,"2"
123,"1c3cba2f-3a97-46c2-b2ab-bae91e48c4b0",3,"5"
97,"d1335b99-7f3d-47fa-a5b8-5b0ea93b5395",4,"6"
161,"62ca45af-c101-4714-a1c2-b4c61e2fbdeb",4,"13"
125,"1c3cba2f-3a97-46c2-b2ab-bae91e48c4b0",4,"3"
202,"07c1c877-14ee-4293-af6e-2bd7b76bcf85",4,"6"
180,"0fad66d3-bdd2-4056-a928-928599a89e63",4,"6"
288,"41fe124c-a0b1-403e-939f-d489035f8d1a",4,"6"
40,"7c254796-e0b6-4559-b8fe-651b650eb063",4,"3"
65,"a037dc83-e166-40c0-b858-bbc9d16cc298",4,"6"
110,"f0f8d695-2257-4101-8efb-b0edd54fdd1c",4,"11"
245,"717b5a28-1dca-4c30-b8f5-214c636801c0",4,"6"
331,"6ed203b0-a188-40b4-a3e2-390f60aaa22b",4,"15"
310,"c0256126-9f3a-4237-8f65-a392c49e5457",4,"3"
223,"4f293a88-e130-4ae0-a9f1-d77435d8797b",4,"6"
267,"eff57d70-ebc1-41b0-a7df-e9c661189d56",4,"6"
58,"413ff220-e0b8-4410-b1fe-7186f7da22fc",4,"3"
59,"413ff220-e0b8-4410-b1fe-7186f7da22fc",5,"5"
203,"07c1c877-14ee-4293-af6e-2bd7b76bcf85",5,"1"
78,"a037dc83-e166-40c0-b858-bbc9d16cc298",5,"10"
98,"d1335b99-7f3d-47fa-a5b8-5b0ea93b5395",5,"5"
268,"eff57d70-ebc1-41b0-a7df-e9c661189d56",5,"10"
181,"0fad66d3-bdd2-4056-a928-928599a89e63",5,"5"
289,"41fe124c-a0b1-403e-939f-d489035f8d1a",5,"1"
311,"c0256126-9f3a-4237-8f65-a392c49e5457",5,"1"
162,"62ca45af-c101-4714-a1c2-b4c61e2fbdeb",5,"14"
332,"6ed203b0-a188-40b4-a3e2-390f60aaa22b",5,"5"
41,"7c254796-e0b6-4559-b8fe-651b650eb063",5,"5"
127,"1c3cba2f-3a97-46c2-b2ab-bae91e48c4b0",5,"5"
246,"717b5a28-1dca-4c30-b8f5-214c636801c0",5,"1"
224,"4f293a88-e130-4ae0-a9f1-d77435d8797b",5,"5"
113,"f0f8d695-2257-4101-8efb-b0edd54fdd1c",5,"14"
269,"eff57d70-ebc1-41b0-a7df-e9c661189d56",6,"1"
28,"62ca45af-c101-4714-a1c2-b4c61e2fbdeb",6,"1"
42,"7c254796-e0b6-4559-b8fe-651b650eb063",6,"2"
60,"413ff220-e0b8-4410-b1fe-7186f7da22fc",6,"1"
76,"a037dc83-e166-40c0-b858-bbc9d16cc298",6,"15"
99,"d1335b99-7f3d-47fa-a5b8-5b0ea93b5395",6,"5"
116,"f0f8d695-2257-4101-8efb-b0edd54fdd1c",6,"2"
129,"1c3cba2f-3a97-46c2-b2ab-bae91e48c4b0",6,"2"
182,"0fad66d3-bdd2-4056-a928-928599a89e63",6,"12"
204,"07c1c877-14ee-4293-af6e-2bd7b76bcf85",6,"1"
225,"4f293a88-e130-4ae0-a9f1-d77435d8797b",6,"1"
247,"717b5a28-1dca-4c30-b8f5-214c636801c0",6,"1"
290,"41fe124c-a0b1-403e-939f-d489035f8d1a",6,"5"
312,"c0256126-9f3a-4237-8f65-a392c49e5457",6,"15"
333,"6ed203b0-a188-40b4-a3e2-390f60aaa22b",6,"1"
248,"717b5a28-1dca-4c30-b8f5-214c636801c0",7,"12"
334,"6ed203b0-a188-40b4-a3e2-390f60aaa22b",7,"4"
29,"62ca45af-c101-4714-a1c2-b4c61e2fbdeb",7,"1"
205,"07c1c877-14ee-4293-af6e-2bd7b76bcf85",7,"9"
61,"413ff220-e0b8-4410-b1fe-7186f7da22fc",7,"2"
131,"1c3cba2f-3a97-46c2-b2ab-bae91e48c4b0",7,"8"
226,"4f293a88-e130-4ae0-a9f1-d77435d8797b",7,"8"
270,"eff57d70-ebc1-41b0-a7df-e9c661189d56",7,"3"
102,"d1335b99-7f3d-47fa-a5b8-5b0ea93b5395",7,"13"
183,"0fad66d3-bdd2-4056-a928-928599a89e63",7,"3"
291,"41fe124c-a0b1-403e-939f-d489035f8d1a",7,"3"
73,"a037dc83-e166-40c0-b858-bbc9d16cc298",7,"5"
43,"7c254796-e0b6-4559-b8fe-651b650eb063",7,"2"
313,"c0256126-9f3a-4237-8f65-a392c49e5457",7,"15"
118,"f0f8d695-2257-4101-8efb-b0edd54fdd1c",7,"9"
86,"a037dc83-e166-40c0-b858-bbc9d16cc298",8,"14"
271,"eff57d70-ebc1-41b0-a7df-e9c661189d56",8,"4"
173,"413ff220-e0b8-4410-b1fe-7186f7da22fc",8,"4"
31,"62ca45af-c101-4714-a1c2-b4c61e2fbdeb",8,"4"
249,"717b5a28-1dca-4c30-b8f5-214c636801c0",8,"4"
103,"d1335b99-7f3d-47fa-a5b8-5b0ea93b5395",8,"12"
314,"c0256126-9f3a-4237-8f65-a392c49e5457",8,"12"
227,"4f293a88-e130-4ae0-a9f1-d77435d8797b",8,"3"
206,"07c1c877-14ee-4293-af6e-2bd7b76bcf85",8,"4"
184,"0fad66d3-bdd2-4056-a928-928599a89e63",8,"1"
120,"f0f8d695-2257-4101-8efb-b0edd54fdd1c",8,"3"
44,"7c254796-e0b6-4559-b8fe-651b650eb063",8,"1"
335,"6ed203b0-a188-40b4-a3e2-390f60aaa22b",8,"11"
132,"1c3cba2f-3a97-46c2-b2ab-bae91e48c4b0",8,"12"
292,"41fe124c-a0b1-403e-939f-d489035f8d1a",8,"12"
62,"a037dc83-e166-40c0-b858-bbc9d16cc298",9,"14"
228,"4f293a88-e130-4ae0-a9f1-d77435d8797b",9,"14"
64,"413ff220-e0b8-4410-b1fe-7186f7da22fc",9,"14"
133,"1c3cba2f-3a97-46c2-b2ab-bae91e48c4b0",9,"14"
105,"d1335b99-7f3d-47fa-a5b8-5b0ea93b5395",9,"6"
336,"6ed203b0-a188-40b4-a3e2-390f60aaa22b",9,"5"
32,"62ca45af-c101-4714-a1c2-b4c61e2fbdeb",9,"14"
315,"c0256126-9f3a-4237-8f65-a392c49e5457",9,"14"
45,"7c254796-e0b6-4559-b8fe-651b650eb063",9,"6"
293,"41fe124c-a0b1-403e-939f-d489035f8d1a",9,"14"
185,"0fad66d3-bdd2-4056-a928-928599a89e63",9,"14"
272,"eff57d70-ebc1-41b0-a7df-e9c661189d56",9,"14"
207,"07c1c877-14ee-4293-af6e-2bd7b76bcf85",9,"14"
126,"f0f8d695-2257-4101-8efb-b0edd54fdd1c",9,"14"
250,"717b5a28-1dca-4c30-b8f5-214c636801c0",9,"5"
71,"413ff220-e0b8-4410-b1fe-7186f7da22fc",10,"3"
337,"6ed203b0-a188-40b4-a3e2-390f60aaa22b",10,"2"
208,"07c1c877-14ee-4293-af6e-2bd7b76bcf85",10,"2"
46,"7c254796-e0b6-4559-b8fe-651b650eb063",10,"2"
135,"1c3cba2f-3a97-46c2-b2ab-bae91e48c4b0",10,"2"
134,"f0f8d695-2257-4101-8efb-b0edd54fdd1c",10,"8"
186,"0fad66d3-bdd2-4056-a928-928599a89e63",10,"2"
69,"a037dc83-e166-40c0-b858-bbc9d16cc298",10,"10"
273,"eff57d70-ebc1-41b0-a7df-e9c661189d56",10,"7"
229,"4f293a88-e130-4ae0-a9f1-d77435d8797b",10,"10"
316,"c0256126-9f3a-4237-8f65-a392c49e5457",10,"10"
106,"d1335b99-7f3d-47fa-a5b8-5b0ea93b5395",10,"3"
251,"717b5a28-1dca-4c30-b8f5-214c636801c0",10,"12"
294,"41fe124c-a0b1-403e-939f-d489035f8d1a",10,"8"
33,"62ca45af-c101-4714-a1c2-b4c61e2fbdeb",10,"2"
230,"4f293a88-e130-4ae0-a9f1-d77435d8797b",11,"7"
338,"6ed203b0-a188-40b4-a3e2-390f60aaa22b",11,"8"
209,"07c1c877-14ee-4293-af6e-2bd7b76bcf85",11,"8"
108,"d1335b99-7f3d-47fa-a5b8-5b0ea93b5395",11,"8"
70,"a037dc83-e166-40c0-b858-bbc9d16cc298",11,"8"
295,"41fe124c-a0b1-403e-939f-d489035f8d1a",11,"7"
34,"62ca45af-c101-4714-a1c2-b4c61e2fbdeb",11,"8"
274,"eff57d70-ebc1-41b0-a7df-e9c661189d56",11,"12"
317,"c0256126-9f3a-4237-8f65-a392c49e5457",11,"8"
137,"1c3cba2f-3a97-46c2-b2ab-bae91e48c4b0",11,"7"
72,"413ff220-e0b8-4410-b1fe-7186f7da22fc",11,"8"
187,"0fad66d3-bdd2-4056-a928-928599a89e63",11,"8"
47,"7c254796-e0b6-4559-b8fe-651b650eb063",11,"7"
136,"f0f8d695-2257-4101-8efb-b0edd54fdd1c",11,"8"
252,"717b5a28-1dca-4c30-b8f5-214c636801c0",11,"8"
74,"413ff220-e0b8-4410-b1fe-7186f7da22fc",12,"12"
339,"6ed203b0-a188-40b4-a3e2-390f60aaa22b",12,"15"
109,"d1335b99-7f3d-47fa-a5b8-5b0ea93b5395",12,"12"
231,"4f293a88-e130-4ae0-a9f1-d77435d8797b",12,"12"
296,"41fe124c-a0b1-403e-939f-d489035f8d1a",12,"15"
140,"f0f8d695-2257-4101-8efb-b0edd54fdd1c",12,"13"
138,"1c3cba2f-3a97-46c2-b2ab-bae91e48c4b0",12,"12"
189,"0fad66d3-bdd2-4056-a928-928599a89e63",12,"11"
48,"7c254796-e0b6-4559-b8fe-651b650eb063",12,"12"
275,"eff57d70-ebc1-41b0-a7df-e9c661189d56",12,"13"
75,"a037dc83-e166-40c0-b858-bbc9d16cc298",12,"3"
210,"07c1c877-14ee-4293-af6e-2bd7b76bcf85",12,"15"
253,"717b5a28-1dca-4c30-b8f5-214c636801c0",12,"3"
318,"c0256126-9f3a-4237-8f65-a392c49e5457",12,"1"
163,"62ca45af-c101-4714-a1c2-b4c61e2fbdeb",12,"15"
211,"07c1c877-14ee-4293-af6e-2bd7b76bcf85",13,"14"
77,"413ff220-e0b8-4410-b1fe-7186f7da22fc",13,"14"
254,"717b5a28-1dca-4c30-b8f5-214c636801c0",13,"10"
141,"f0f8d695-2257-4101-8efb-b0edd54fdd1c",13,"14"
276,"eff57d70-ebc1-41b0-a7df-e9c661189d56",13,"7"
49,"7c254796-e0b6-4559-b8fe-651b650eb063",13,"11"
190,"0fad66d3-bdd2-4056-a928-928599a89e63",13,"5"
319,"c0256126-9f3a-4237-8f65-a392c49e5457",13,"10"
297,"41fe124c-a0b1-403e-939f-d489035f8d1a",13,"14"
139,"1c3cba2f-3a97-46c2-b2ab-bae91e48c4b0",13,"11"
85,"a037dc83-e166-40c0-b858-bbc9d16cc298",13,"14"
340,"6ed203b0-a188-40b4-a3e2-390f60aaa22b",13,"10"
111,"d1335b99-7f3d-47fa-a5b8-5b0ea93b5395",13,"5"
164,"62ca45af-c101-4714-a1c2-b4c61e2fbdeb",13,"14"
232,"4f293a88-e130-4ae0-a9f1-d77435d8797b",13,"14"
233,"4f293a88-e130-4ae0-a9f1-d77435d8797b",14,"15"
341,"6ed203b0-a188-40b4-a3e2-390f60aaa22b",14,"6"
142,"1c3cba2f-3a97-46c2-b2ab-bae91e48c4b0",14,"13"
144,"f0f8d695-2257-4101-8efb-b0edd54fdd1c",14,"2"
88,"413ff220-e0b8-4410-b1fe-7186f7da22fc",14,"6"
165,"62ca45af-c101-4714-a1c2-b4c61e2fbdeb",14,"3"
191,"0fad66d3-bdd2-4056-a928-928599a89e63",14,"9"
212,"07c1c877-14ee-4293-af6e-2bd7b76bcf85",14,"12"
66,"a037dc83-e166-40c0-b858-bbc9d16cc298",14,"14"
255,"717b5a28-1dca-4c30-b8f5-214c636801c0",14,"6"
277,"eff57d70-ebc1-41b0-a7df-e9c661189d56",14,"6"
50,"7c254796-e0b6-4559-b8fe-651b650eb063",14,"14"
298,"41fe124c-a0b1-403e-939f-d489035f8d1a",14,"6"
320,"c0256126-9f3a-4237-8f65-a392c49e5457",14,"3"
112,"d1335b99-7f3d-47fa-a5b8-5b0ea93b5395",14,"5"
213,"07c1c877-14ee-4293-af6e-2bd7b76bcf85",15,"14"
51,"7c254796-e0b6-4559-b8fe-651b650eb063",15,"14"
114,"d1335b99-7f3d-47fa-a5b8-5b0ea93b5395",15,"5"
278,"eff57d70-ebc1-41b0-a7df-e9c661189d56",15,"6"
143,"1c3cba2f-3a97-46c2-b2ab-bae91e48c4b0",15,"14"
89,"413ff220-e0b8-4410-b1fe-7186f7da22fc",15,"6"
166,"62ca45af-c101-4714-a1c2-b4c61e2fbdeb",15,"2"
146,"f0f8d695-2257-4101-8efb-b0edd54fdd1c",15,"7"
256,"717b5a28-1dca-4c30-b8f5-214c636801c0",15,"4"
321,"c0256126-9f3a-4237-8f65-a392c49e5457",15,"14"
299,"41fe124c-a0b1-403e-939f-d489035f8d1a",15,"1"
342,"6ed203b0-a188-40b4-a3e2-390f60aaa22b",15,"2"
192,"0fad66d3-bdd2-4056-a928-928599a89e63",15,"3"
80,"a037dc83-e166-40c0-b858-bbc9d16cc298",15,"12"
234,"4f293a88-e130-4ae0-a9f1-d77435d8797b",15,"6"
257,"717b5a28-1dca-4c30-b8f5-214c636801c0",16,"1"
115,"d1335b99-7f3d-47fa-a5b8-5b0ea93b5395",16,"7"
52,"7c254796-e0b6-4559-b8fe-651b650eb063",16,"1"
322,"c0256126-9f3a-4237-8f65-a392c49e5457",16,"15"
193,"0fad66d3-bdd2-4056-a928-928599a89e63",16,"6"
67,"a037dc83-e166-40c0-b858-bbc9d16cc298",16,"14"
279,"eff57d70-ebc1-41b0-a7df-e9c661189d56",16,"5"
214,"07c1c877-14ee-4293-af6e-2bd7b76bcf85",16,"12"
145,"1c3cba2f-3a97-46c2-b2ab-bae91e48c4b0",16,"5"
148,"f0f8d695-2257-4101-8efb-b0edd54fdd1c",16,"7"
343,"6ed203b0-a188-40b4-a3e2-390f60aaa22b",16,"12"
167,"62ca45af-c101-4714-a1c2-b4c61e2fbdeb",16,"6"
235,"4f293a88-e130-4ae0-a9f1-d77435d8797b",16,"12"
300,"41fe124c-a0b1-403e-939f-d489035f8d1a",16,"12"
90,"413ff220-e0b8-4410-b1fe-7186f7da22fc",16,"12"
280,"eff57d70-ebc1-41b0-a7df-e9c661189d56",17,"1"
117,"d1335b99-7f3d-47fa-a5b8-5b0ea93b5395",17,"5"
323,"c0256126-9f3a-4237-8f65-a392c49e5457",17,"3"
150,"f0f8d695-2257-4101-8efb-b0edd54fdd1c",17,"2"
258,"717b5a28-1dca-4c30-b8f5-214c636801c0",17,"4"
236,"4f293a88-e130-4ae0-a9f1-d77435d8797b",17,"8"
53,"7c254796-e0b6-4559-b8fe-651b650eb063",17,"2"
344,"6ed203b0-a188-40b4-a3e2-390f60aaa22b",17,"4"
194,"0fad66d3-bdd2-4056-a928-928599a89e63",17,"11"
84,"a037dc83-e166-40c0-b858-bbc9d16cc298",17,"14"
176,"413ff220-e0b8-4410-b1fe-7186f7da22fc",17,"13"
301,"41fe124c-a0b1-403e-939f-d489035f8d1a",17,"3"
172,"62ca45af-c101-4714-a1c2-b4c61e2fbdeb",17,"11"
215,"07c1c877-14ee-4293-af6e-2bd7b76bcf85",17,"8"
147,"1c3cba2f-3a97-46c2-b2ab-bae91e48c4b0",17,"4"
54,"7c254796-e0b6-4559-b8fe-651b650eb063",18,"4"
119,"d1335b99-7f3d-47fa-a5b8-5b0ea93b5395",18,"8"
154,"f0f8d695-2257-4101-8efb-b0edd54fdd1c",18,"13"
260,"717b5a28-1dca-4c30-b8f5-214c636801c0",18,"4"
237,"4f293a88-e130-4ae0-a9f1-d77435d8797b",18,"4"
302,"41fe124c-a0b1-403e-939f-d489035f8d1a",18,"12"
91,"413ff220-e0b8-4410-b1fe-7186f7da22fc",18,"3"
216,"07c1c877-14ee-4293-af6e-2bd7b76bcf85",18,"12"
169,"62ca45af-c101-4714-a1c2-b4c61e2fbdeb",18,"4"
153,"1c3cba2f-3a97-46c2-b2ab-bae91e48c4b0",18,"4"
324,"c0256126-9f3a-4237-8f65-a392c49e5457",18,"14"
345,"6ed203b0-a188-40b4-a3e2-390f60aaa22b",18,"12"
281,"eff57d70-ebc1-41b0-a7df-e9c661189d56",18,"7"
195,"0fad66d3-bdd2-4056-a928-928599a89e63",18,"15"
81,"a037dc83-e166-40c0-b858-bbc9d16cc298",18,"12"
217,"07c1c877-14ee-4293-af6e-2bd7b76bcf85",19,"10"
55,"7c254796-e0b6-4559-b8fe-651b650eb063",19,"10"
346,"6ed203b0-a188-40b4-a3e2-390f60aaa22b",19,"3"
305,"41fe124c-a0b1-403e-939f-d489035f8d1a",19,"11"
82,"a037dc83-e166-40c0-b858-bbc9d16cc298",19,"12"
238,"4f293a88-e130-4ae0-a9f1-d77435d8797b",19,"2"
152,"1c3cba2f-3a97-46c2-b2ab-bae91e48c4b0",19,"10"
155,"f0f8d695-2257-4101-8efb-b0edd54fdd1c",19,"11"
124,"d1335b99-7f3d-47fa-a5b8-5b0ea93b5395",19,"3"
261,"717b5a28-1dca-4c30-b8f5-214c636801c0",19,"11"
93,"413ff220-e0b8-4410-b1fe-7186f7da22fc",19,"13"
196,"0fad66d3-bdd2-4056-a928-928599a89e63",19,"11"
282,"eff57d70-ebc1-41b0-a7df-e9c661189d56",19,"7"
325,"c0256126-9f3a-4237-8f65-a392c49e5457",19,"2"
170,"62ca45af-c101-4714-a1c2-b4c61e2fbdeb",19,"4"
128,"d1335b99-7f3d-47fa-a5b8-5b0ea93b5395",20,"6"
218,"07c1c877-14ee-4293-af6e-2bd7b76bcf85",20,"12"
262,"717b5a28-1dca-4c30-b8f5-214c636801c0",20,"2"
56,"7c254796-e0b6-4559-b8fe-651b650eb063",20,"5"
197,"0fad66d3-bdd2-4056-a928-928599a89e63",20,"7"
283,"eff57d70-ebc1-41b0-a7df-e9c661189d56",20,"7"
83,"a037dc83-e166-40c0-b858-bbc9d16cc298",20,"14"
174,"62ca45af-c101-4714-a1c2-b4c61e2fbdeb",20,"1"
304,"41fe124c-a0b1-403e-939f-d489035f8d1a",20,"3"
171,"413ff220-e0b8-4410-b1fe-7186f7da22fc",20,"7"
347,"6ed203b0-a188-40b4-a3e2-390f60aaa22b",20,"13"
156,"f0f8d695-2257-4101-8efb-b0edd54fdd1c",20,"8"
326,"c0256126-9f3a-4237-8f65-a392c49e5457",20,"3"
151,"1c3cba2f-3a97-46c2-b2ab-bae91e48c4b0",20,"4"
240,"4f293a88-e130-4ae0-a9f1-d77435d8797b",20,"7"
327,"c0256126-9f3a-4237-8f65-a392c49e5457",21,"8"
149,"1c3cba2f-3a97-46c2-b2ab-bae91e48c4b0",21,"4"
157,"f0f8d695-2257-4101-8efb-b0edd54fdd1c",21,"5"
92,"413ff220-e0b8-4410-b1fe-7186f7da22fc",21,"14"
306,"41fe124c-a0b1-403e-939f-d489035f8d1a",21,"4"
175,"62ca45af-c101-4714-a1c2-b4c61e2fbdeb",21,"12"
284,"eff57d70-ebc1-41b0-a7df-e9c661189d56",21,"2"
130,"d1335b99-7f3d-47fa-a5b8-5b0ea93b5395",21,"14"
198,"0fad66d3-bdd2-4056-a928-928599a89e63",21,"13"
57,"7c254796-e0b6-4559-b8fe-651b650eb063",21,"4"
263,"717b5a28-1dca-4c30-b8f5-214c636801c0",21,"4"
68,"a037dc83-e166-40c0-b858-bbc9d16cc298",21,"14"
219,"07c1c877-14ee-4293-af6e-2bd7b76bcf85",21,"13"
241,"4f293a88-e130-4ae0-a9f1-d77435d8797b",21,"13"
348,"6ed203b0-a188-40b4-a3e2-390f60aaa22b",21,"2"
